user_id,date,age,gender,height_cm,activity_level,total_calories,total_protein,total_carbs,total_fat,sugar,fiber,sodium,health_score,weight_kg,p_pct,f_pct,c_pct,fiber_density,sugar_density,sodium_density
1,2026-02-16,46,other,173,active,3543.7,98.2,385.4,178.8,142,15,3271,1.0,96.58,0.11084772547691614,0.4541144598713173,0.43503781465176655,4.232863955752462,40.071112114456646,923.0465332844203
1,2026-02-17,46,other,173,active,2688.7,190.5,299.1,81.2,28,32,1631,10.0,96.56,0.2833556448014279,0.2717536813922356,0.44489067380633646,11.901662513482353,10.413954699297058,606.6128612340536
1,2026-02-18,46,other,173,active,3399.7,99.5,334.5,184.9,149,6,1932,1.0,96.63,0.11705538072409634,0.48942678156524805,0.3935178377106555,1.7648616054357738,43.82739653498838,568.2854369503192
1,2026-02-19,46,other,173,active,3216.7,102.0,347.3,157.7,89,13,2035,2.0,96.68,0.1268459505673869,0.44125602362816724,0.43189802580444586,4.041408897317126,27.66810706624802,632.6359312338733
1,2026-02-20,46,other,173,active,2518.7,147.7,303.3,79.4,43,31,3161,9.9,96.64,0.23457476375764313,0.2837290558246645,0.4816961804176924,12.307936633977846,17.072299201969273,1255.012506451741
1,2026-02-21,46,other,173,active,2620.7,164.5,335.0,69.2,44,35,3467,10.0,96.61,0.25106837606837606,0.23763736263736265,0.5112942612942613,13.35521043995879,16.78940741023391,1322.9289884382035
1,2026-02-22,46,other,173,active,2669.7,215.3,311.7,62.4,47,29,3702,8.9,96.59,0.3225951453401259,0.2103685945459994,0.4670362601138747,10.86264374274263,17.604974341686333,1386.6726598494213
1,2026-02-23,46,other,173,active,2896.7,165.3,375.0,81.8,38,35,4701,9.2,96.59,0.22820459722509842,0.2540898736798509,0.5177055290950509,12.082714813408362,13.118376083129078,1622.8812096523632
1,2026-02-24,46,other,173,active,2440.7,159.3,274.5,78.4,31,31,4079,8.9,96.54,0.2610619469026549,0.28908554572271383,0.4498525073746312,12.701274224607696,12.701274224607696,1671.2418568443481
1,2026-02-25,46,other,173,active,2678.7,232.9,259.0,79.0,25,37,4703,8.9,96.52,0.3477936235346823,0.26543716867020084,0.38676920779511686,13.812670325157727,9.332885354836302,1755.702392951805
1,2026-02-26,46,other,173,active,3266.7,116.2,329.3,165.0,67,14,2388,1.0,96.57,0.14227119681665137,0.45454545454545453,0.4031833486378941,4.285670554382098,20.509994795971473,731.0129488474607
1,2026-02-27,46,other,173,active,2658.7,191.6,303.3,75.4,44,30,1587,8.9,96.55,0.2883154013994432,0.2552855315627116,0.4563990670378452,11.28371008387558,16.54944145635085,596.9082634370181
1,2026-02-28,46,other,173,active,3587.7,102.7,362.5,191.9,110,13,1740,1.0,96.64,0.11449594470302962,0.48136793110175874,0.40413612419521167,3.6234913733032306,30.660311620258106,484.9903838113555
1,2026-03-01,46,other,173,active,2519.7,165.6,309.9,68.6,50,28,1893,8.9,96.6,0.26291974279590374,0.24505834722552988,0.49202190997856626,11.112434019923008,19.843632178433943,751.2799142755091
1,2026-03-02,46,other,173,active,2416.7,184.8,290.8,57.2,24,32,4430,9.1,96.55,0.30580837332450767,0.21297368856528215,0.48121793811021013,13.241196673149338,9.930897504862003,1833.0781644391113
1,2026-03-03,46,other,173,active,3546.7,108.8,363.2,184.3,64,6,1636,1.0,96.64,0.12270561366904446,0.46767417599458655,0.40962021033636903,1.6917134237460174,18.044943186624188,461.27386020808075
1,2026-03-04,46,other,173,active,2717.7,222.0,298.9,70.5,47,31,4684,9.0,96.62,0.3266987969537545,0.23343512012067252,0.439866082925573,11.406704198403062,17.294035397578835,1723.5162085587078
1,2026-03-05,46,other,173,active,2351.7,137.7,325.3,55.5,33,30,3617,9.1,96.56,0.23423346799914946,0.2124176057835424,0.5533489262173081,12.756729174639624,14.032402092103586,1538.0363141557173
1,2026-03-06,46,other,173,active,2759.7,173.4,338.1,79.3,39,28,4611,8.3,96.55,0.2513316664854876,0.25861506685509295,0.49005326665941956,10.146030365619453,14.131970866398522,1670.8337862811177
2,2026-01-06,29,male,168,sedentary,2643.0,73.6,300.7,127.4,144,12,4629,1.0,94.05,0.1113548679930403,0.43369392541039414,0.4549512065965655,4.540295119182747,54.483541430192965,1751.4188422247446
2,2026-01-07,29,male,168,sedentary,2241.0,188.6,220.0,67.4,26,25,4064,8.0,94.06,0.3366354306113342,0.27068273092369477,0.392681838464971,11.155734047300312,11.601963409192324,1813.4761267291387
2,2026-01-08,29,male,168,sedentary,1884.0,96.2,275.5,44.1,37,30,4332,8.2,94.01,0.20427881297446515,0.21070234113712377,0.5850188458884111,15.92356687898089,19.639065817409765,2299.3630573248406
2,2026-01-09,29,male,168,sedentary,1967.0,161.8,189.6,62.4,41,26,2075,9.0,93.98,0.3289955266368443,0.2854819032126881,0.3855225701504677,13.218098627351296,20.843924758515506,1054.9059481443824
2,2026-01-10,29,male,168,sedentary,2579.0,82.5,289.1,121.4,115,5,3696,2.1,94.03,0.12795657231485072,0.4236525785188058,0.4483908491663436,1.9387359441644048,44.59092671578131,1433.113609926328
2,2026-01-11,29,male,168,sedentary,2645.0,79.8,260.6,142.6,89,8,1685,1.0,94.08,0.12068052930056711,0.48521739130434777,0.3941020793950851,3.0245746691871456,33.648393194707,637.0510396975425
2,2026-01-12,29,male,168,sedentary,2164.0,168.6,222.6,66.6,26,37,3261,9.8,94.08,0.31161630163570836,0.2769614638203493,0.41142223454394233,17.097966728280962,12.014787430683919,1506.931608133087
2,2026-01-13,29,male,168,sedentary,2703.0,74.1,285.0,140.8,131,6,4912,1.0,94.14,0.1096316023080337,0.4687083888149134,0.42166000887705274,2.2197558268590454,48.464668886422494,1817.2401035886053
2,2026-01-14,29,male,168,sedentary,2964.0,107.3,285.2,154.9,90,8,4722,1.0,94.24,0.14479943321750277,0.47032826152963797,0.38487230525285915,2.699055330634278,30.364372469635626,1593.1174089068827
2,2026-01-15,29,male,168,sedentary,2631.0,90.7,239.1,145.8,85,5,2476,1.0,94.29,0.1378733753895265,0.49866990955384966,0.3634567150566238,1.9004180919802356,32.307107563664005,941.0870391486127
2,2026-01-16,29,male,168,sedentary,2101.0,172.6,221.2,58.4,39,36,2182,9.7,94.27,0.3286367098248287,0.25019040365575024,0.4211728865194212,17.134697762970013,18.562589243217516,1038.5530699666826
2,2026-01-17,29,male,168,sedentary,1918.0,160.7,205.7,50.3,26,33,3273,9.8,94.23,0.33508835948496063,0.23599019965594537,0.42892144085909395,17.205422314911367,13.555787278415016,1706.4650677789364
2,2026-01-18,29,male,168,sedentary,2101.0,162.0,212.9,66.8,39,30,1756,8.9,94.22,0.3084539223153085,0.2861766945925362,0.4053693830921554,14.278914802475011,18.562589243217516,835.7924797715374
2,2026-01-19,29,male,168,sedentary,2047.0,168.5,240.8,45.5,40,35,1888,10.0,94.2,0.3293105975472712,0.20007817462256314,0.4706112278301656,17.09819247679531,19.540791402051784,922.3253541768441
2,2026-01-20,29,male,168,sedentary,2102.0,181.6,188.4,69.1,33,32,3629,9.7,94.18,0.34559208335315666,0.295875160569009,0.35853275607783436,15.22359657469077,15.699333967649856,1726.4509990485253
2,2026-01-21,29,male,168,sedentary,1948.0,127.0,229.0,58.2,31,27,2261,9.3,94.15,0.2608070643803265,0.2689187801622343,0.4702741554574391,13.860369609856264,15.91375770020534,1160.6776180698153
2,2026-01-22,29,male,168,sedentary,2469.0,75.9,319.7,98.5,82,5,3428,4.9,94.18,0.12296974361051481,0.3590667908785289,0.5179634655109563,2.025111381125962,33.211826650465774,1388.4163628999595
2,2026-01-23,29,male,168,sedentary,2425.0,78.2,299.3,101.7,145,14,2253,4.7,94.2,0.1289737352080155,0.37739661072856967,0.4936296540634148,5.77319587628866,59.79381443298969,929.0721649484536
2,2026-01-24,29,male,168,sedentary,2566.0,94.7,290.3,114.0,134,13,2863,4.9,94.25,0.14762275915822293,0.39984411535463754,0.45253312548713953,5.066250974279034,52.22135619641465,1115.7443491816057
2,2026-01-25,29,male,168,sedentary,2183.0,169.8,224.8,67.2,27,32,4802,9.3,94.24,0.3111029681201905,0.27702455111762553,0.4118724807621839,14.658726523133303,12.368300503893725,2199.725148877691
2,2026-01-26,29,male,168,sedentary,2009.0,106.4,248.2,65.6,24,25,2144,8.9,94.22,0.21186778176025486,0.29390681003584224,0.49422540820390276,12.444001991040318,11.946241911398706,1067.1976107516177
2,2026-01-27,29,male,168,sedentary,1899.0,128.9,203.5,63.3,46,34,2053,10.0,94.18,0.27146843573948304,0.29995261412099194,0.4285789501395251,17.904160084254872,24.223275408109533,1081.0953133228015
2,2026-01-28,29,male,168,sedentary,2225.0,113.2,314.1,57.3,21,28,2436,9.2,94.18,0.20351476470852622,0.23178569823362843,0.5646995370578454,12.584269662921349,9.438202247191011,1094.8314606741574
2,2026-01-29,29,male,168,sedentary,1896.0,146.6,231.3,42.7,36,28,4579,8.1,94.13,0.3092990136610581,0.20270056437575823,0.4880004219631838,14.767932489451477,18.9873417721519,2415.084388185654
2,2026-01-30,29,male,168,sedentary,2129.0,179.9,232.3,53.4,43,25,4001,8.0,94.12,0.33793556870479946,0.22569737954353336,0.4363670517516671,11.742602160638798,20.197275716298734,1879.2860497886331
2,2026-01-31,29,male,168,sedentary,1776.0,137.6,207.0,44.2,49,40,4035,9.0,94.06,0.3098750140749915,0.22396126562324062,0.4661637203017678,22.52252252252252,27.59009009009009,2271.9594594594596
2,2026-02-01,29,male,168,sedentary,1944.0,127.7,222.8,60.2,22,37,2099,9.7,94.03,0.26278423706142606,0.2787323798744727,0.45848338306410125,19.032921810699587,11.316872427983538,1079.732510288066
2,2026-02-02,29,male,168,sedentary,2121.0,159.5,252.1,52.8,22,40,4732,9.2,94.02,0.30071644042232276,0.2239819004524887,0.47530165912518857,18.85902876001886,10.372465818010372,2231.023102310231
2,2026-02-03,29,male,168,sedentary,2630.0,73.7,279.8,135.1,76,15,4393,1.0,94.07,0.11209551693980761,0.46233697098749005,0.42556751207270244,5.7034220532319395,28.897338403041825,1670.3422053231939
2,2026-02-04,29,male,168,sedentary,1862.0,133.2,221.3,49.3,48,25,3979,9.1,94.02,0.2861900413600472,0.23833055809206638,0.47547940054788634,13.426423200859292,25.778732545649838,2136.949516648765
2,2026-02-05,29,male,168,sedentary,2504.0,79.9,242.2,135.1,120,11,2550,1.9,94.06,0.12762049275246576,0.4855248971768557,0.3868546100706784,4.39297124600639,47.92332268370607,1018.370607028754
2,2026-02-06,29,male,168,sedentary,2276.0,144.3,265.2,70.9,26,30,3229,8.9,94.07,0.25359166996177673,0.280347963621985,0.4660603664162383,13.181019332161688,11.423550087873462,1418.7170474516695
2,2026-02-07,29,male,168,sedentary,1933.0,144.5,207.6,58.3,31,38,1912,9.8,94.03,0.2990016036418189,0.27142931043401786,0.42956908592416326,19.658561821003623,16.03724780134506,989.1360579410243
2,2026-02-08,29,male,168,sedentary,2893.0,98.8,295.9,146.1,121,11,4194,1.0,94.12,0.1365725541694025,0.45440093997304487,0.4090265058575526,3.802281368821293,41.82509505703422,1449.7061873487728
2,2026-02-09,29,male,168,sedentary,1987.0,123.5,231.0,63.2,45,31,4484,8.8,94.09,0.24864103080330177,0.2862895107710892,0.465069458425609,15.60140915953699,22.64720684448918,2256.6683442375443
2,2026-02-10,29,male,168,sedentary,2191.0,148.5,253.8,64.6,27,40,3609,10.0,94.08,0.2711585866885785,0.2654067378800329,0.4634346754313887,18.256503879507076,12.323140118667276,1647.1930625285258
2,2026-02-11,29,male,168,sedentary,2916.0,98.4,373.0,114.5,118,14,3715,3.0,94.17,0.1349747951030486,0.35338294297177736,0.511642261925174,4.801097393689986,40.46639231824417,1274.00548696845
2,2026-02-12,29,male,168,sedentary,2934.0,96.6,330.7,136.1,79,12,2318,1.0,94.27,0.13169285300432843,0.4174704338638765,0.4508367131317952,4.08997955010225,26.92569870483981,790.0477164280845
2,2026-02-13,29,male,168,sedentary,1971.0,118.0,261.9,50.1,23,39,4440,9.0,94.23,0.23953311342298908,0.22882517127632582,0.531641715300685,19.7869101978691,11.669203450025368,2252.663622526636
2,2026-02-14,29,male,168,sedentary,2123.0,167.3,237.8,55.9,33,38,4242,9.2,94.22,0.3151400988933365,0.23692017894984693,0.4479397221568166,17.899199246349504,15.544041450777202,1998.1158737635421
2,2026-02-15,29,male,168,sedentary,1904.0,138.3,201.7,60.4,48,31,3227,10.0,94.18,0.29060727043496537,0.28556419415843665,0.42382853540659804,16.281512605042018,25.210084033613445,1694.8529411764705
2,2026-02-16,29,male,168,sedentary,2810.0,87.1,367.4,110.2,116,6,2202,3.2,94.26,0.12399459036230336,0.3529788597053171,0.5230265499323795,2.1352313167259784,41.281138790035584,783.6298932384342
2,2026-02-17,29,male,168,sedentary,2797.0,92.7,319.7,127.5,110,11,3832,1.0,94.33,0.1325658717957885,0.4102463265525008,0.4571878016517107,3.932785126921702,39.32785126921702,1370.0393278512693
2,2026-02-18,29,male,168,sedentary,2045.0,124.3,273.2,50.6,39,28,4788,7.8,94.31,0.2430820377432287,0.22264593722499268,0.5342720250317786,13.691931540342297,19.070904645476773,2341.320293398533
2,2026-02-19,29,male,168,sedentary,1772.0,106.3,227.3,48.6,39,36,2712,10.0,94.25,0.23998193927079803,0.24686759227903826,0.5131504684501637,20.31602708803612,22.00902934537246,1530.474040632054
2,2026-02-20,29,male,168,sedentary,2634.0,77.6,280.9,133.3,74,13,2838,1.0,94.3,0.11785700725215477,0.4555188518054449,0.4266241409424004,4.935459377372817,28.09415337889142,1077.4487471526195
2,2026-02-21,29,male,168,sedentary,2257.0,188.2,251.4,55.4,44,28,2532,9.3,94.31,0.3335400974745237,0.2209127159946832,0.4455471865307931,12.405848471422242,19.49490474080638,1121.8431546300399
2,2026-02-22,29,male,168,sedentary,1832.0,107.2,224.1,56.3,43,30,1695,9.2,94.26,0.23407391233145913,0.2765980675801081,0.48932802008843274,16.375545851528383,23.471615720524017,925.2183406113537
2,2026-02-23,29,male,168,sedentary,2141.0,173.4,224.7,60.9,25,31,2690,9.9,94.25,0.3240364400840925,0.2560616678346181,0.4199018920812894,14.479215319943952,11.676786548341896,1256.4222326015881
2,2026-02-24,29,male,168,sedentary,1861.0,96.0,270.4,44.0,22,26,1853,9.0,94.2,0.2062741727546197,0.21272024065320155,0.5810055865921787,13.970983342289092,11.821601289629232,995.7012358946803
2,2026-02-25,29,male,168,sedentary,2564.0,67.4,333.5,106.8,93,12,3308,2.6,94.25,0.10511540860885842,0.3747660636306925,0.5201185277604492,4.6801872074882995,36.27145085803432,1290.1716068642745
2,2026-02-26,29,male,168,sedentary,2663.0,81.8,276.0,136.8,103,8,4371,1.0,94.3,0.12289663461538461,0.46243990384615385,0.4146634615384615,3.0041306796845664,38.67818250093879,1641.3819001126549
2,2026-02-27,29,male,168,sedentary,1825.0,121.2,199.0,60.5,26,26,1784,8.9,94.25,0.2656001753136471,0.29830712759546374,0.43609269709088916,14.246575342465754,14.246575342465754,977.5342465753424
2,2026-02-28,29,male,168,sedentary,1799.0,146.6,180.1,54.7,48,35,2269,10.0,94.2,0.3259407481518537,0.2736368184092046,0.4004224334389417,19.455252918287936,26.681489716509173,1261.2562534741523
2,2026-03-01,29,male,168,sedentary,1982.0,118.4,266.7,49.1,21,40,4317,9.0,94.17,0.2389143923724966,0.2229228673762801,0.5381627402512232,20.181634712411704,10.595358224016145,2178.1029263370333
2,2026-03-02,29,male,168,sedentary,2087.0,117.4,255.2,66.3,27,39,3549,10.0,94.15,0.22500119783431557,0.2858990944372574,0.489099707728427,18.687110685194057,12.937230474365117,1700.5270723526594
2,2026-03-03,29,male,168,sedentary,2454.0,64.8,275.0,121.6,129,8,2185,1.0,94.18,0.10564069122921421,0.4460384740789044,0.44832083469188133,3.2599837000814995,52.567237163814184,890.3830480847596
2,2026-03-04,29,male,168,sedentary,2186.0,166.4,217.8,72.1,38,37,3050,10.0,94.18,0.3045248661755959,0.2968842933613945,0.3985908404630095,16.925892040256176,17.38334858188472,1395.242451967063
2,2026-03-05,29,male,168,sedentary,2704.0,78.2,356.7,107.2,109,7,4499,1.0,94.24,0.11566336340777991,0.35675195976926494,0.5275846768229552,2.588757396449704,40.31065088757396,1663.8313609467455
2,2026-03-06,29,male,168,sedentary,1829.0,120.7,201.7,60.0,33,32,2017,10.0,94.19,0.26388281591604723,0.295146480104941,0.4409707039790118,17.49589939857846,18.042646254784035,1102.7884089666484
3,2026-01-06,26,other,177,sedentary,1829.3,133.4,190.3,59.4,45,38,3457,10.0,66.01,0.29168033234940416,0.29222695965890455,0.4160927079916913,20.772973268463346,24.599573607390806,1889.7939102388893
3,2026-01-07,26,other,177,sedentary,2389.3,61.6,261.4,121.9,102,11,3805,1.0,66.09,0.10313507178435392,0.45921058139048176,0.4376543468251642,4.6038588707989785,42.69032771104507,1592.5166366718283
3,2026-01-08,26,other,177,sedentary,2284.3,83.9,213.0,121.8,87,5,1523,1.0,66.15,0.14694806900779403,0.47998949119887907,0.37306243979332687,2.188854353631309,38.08606575318478,666.7250361160968
3,2026-01-09,26,other,177,sedentary,1854.3,147.3,179.3,60.9,29,34,1941,9.8,66.17,0.3177136694526827,0.29555136155297923,0.3867349689943381,18.3357601251146,15.639324812597746,1046.7561883190422
3,2026-01-10,26,other,177,sedentary,1377.3,80.4,175.4,39.4,50,37,1660,10.0,66.11,0.23341559007112792,0.2573668166642473,0.5092175932646248,26.864154505191316,36.30291149350178,1205.256661584259
3,2026-01-11,26,other,177,sedentary,2164.3,70.2,215.4,113.5,116,15,4877,2.9,66.17,0.12976570081796757,0.472064328296132,0.39816997088590045,6.930647322459917,53.59700596035669,2253.3844661091343
3,2026-01-12,26,other,177,sedentary,2513.3,63.2,326.8,105.9,93,6,2548,1.0,66.26,0.10059289323942541,0.37925271576936853,0.5201543909912061,2.387299566307245,37.003143277762305,1013.8065491584769
3,2026-01-13,26,other,177,sedentary,1336.3,104.3,148.2,36.2,27,32,2053,10.0,66.21,0.3123222039227429,0.24389878724359937,0.44377900883365773,23.94671855122353,20.205043777594852,1536.3316620519345
3,2026-01-14,26,other,177,sedentary,1566.3,105.2,189.7,43.0,40,40,4109,9.1,66.18,0.26860717477339463,0.24703178858674837,0.484361036639857,25.53789184702803,25.53789184702803,2623.379939985954
3,2026-01-15,26,other,177,sedentary,1458.3,111.0,168.3,37.9,46,28,1862,8.9,66.14,0.304464102036618,0.23390248919975312,0.4616334087636289,19.200438867174107,31.54357813892889,1276.8291846670782
3,2026-01-16,26,other,177,sedentary,1750.3,116.5,215.6,46.9,21,40,3446,10.0,66.14,0.2662096543844616,0.24113110539845756,0.4926592402170808,22.853225161400903,11.997943209735475,1968.805347654688
3,2026-01-17,26,other,177,sedentary,1859.3,145.1,219.9,44.4,49,37,2054,10.0,66.15,0.3121101312110131,0.21488492148849214,0.47300494730049475,19.89996235142258,26.3540041951272,1104.7168289141075
3,2026-01-18,26,other,177,sedentary,2453.3,67.3,257.7,128.1,79,13,4877,1.0,66.24,0.10974764564393169,0.47001508418606547,0.4202372701700029,5.298985040557616,32.20152447723474,1987.9346186768842
3,2026-01-19,26,other,177,sedentary,1854.3,100.8,239.6,54.7,20,39,1862,10.0,66.25,0.21748745887048926,0.2655483035762447,0.5169642375532661,21.03219543763145,10.785741250067412,1004.152510381276
3,2026-01-20,26,other,177,sedentary,1612.3,98.3,195.5,48.5,28,29,3089,8.8,66.23,0.2439659986349817,0.27083204070236394,0.4852019606626543,17.986727035911432,17.366495069155864,1915.8965453079452
