user_id,date,age,gender,height_cm,activity_level,total_calories,total_protein,total_carbs,total_fat,sugar,fiber,sodium,health_score,weight_kg
2,2026-02-08,29,male,168,sedentary,2893.0,98.8,295.9,146.1,121,11,4194,1.0,94.12
2,2026-02-09,29,male,168,sedentary,1987.0,123.5,231.0,63.2,45,31,4484,8.8,94.09
2,2026-02-10,29,male,168,sedentary,2191.0,148.5,253.8,64.6,27,40,3609,10.0,94.08
2,2026-02-11,29,male,168,sedentary,2916.0,98.4,373.0,114.5,118,14,3715,3.0,94.17
2,2026-02-12,29,male,168,sedentary,2934.0,96.6,330.7,136.1,79,12,2318,1.0,94.27
2,2026-02-13,29,male,168,sedentary,1971.0,118.0,261.9,50.1,23,39,4440,9.0,94.23
2,2026-02-14,29,male,168,sedentary,2123.0,167.3,237.8,55.9,33,38,4242,9.2,94.22
2,2026-02-15,29,male,168,sedentary,1904.0,138.3,201.7,60.4,48,31,3227,10.0,94.18
2,2026-02-16,29,male,168,sedentary,2810.0,87.1,367.4,110.2,116,6,2202,3.2,94.26
2,2026-02-17,29,male,168,sedentary,2797.0,92.7,319.7,127.5,110,11,3832,1.0,94.33
2,2026-02-18,29,male,168,sedentary,2045.0,124.3,273.2,50.6,39,28,4788,7.8,94.31
2,2026-02-19,29,male,168,sedentary,1772.0,106.3,227.3,48.6,39,36,2712,10.0,94.25
2,2026-02-20,29,male,168,sedentary,2634.0,77.6,280.9,133.3,74,13,2838,1.0,94.3
2,2026-02-21,29,male,168,sedentary,2257.0,188.2,251.4,55.4,44,28,2532,9.3,94.31
2,2026-02-22,29,male,168,sedentary,1832.0,107.2,224.1,56.3,43,30,1695,9.2,94.26
2,2026-02-23,29,male,168,sedentary,2141.0,173.4,224.7,60.9,25,31,2690,9.9,94.25
2,2026-02-24,29,male,168,sedentary,1861.0,96.0,270.4,44.0,22,26,1853,9.0,94.2
2,2026-02-25,29,male,168,sedentary,2564.0,67.4,333.5,106.8,93,12,3308,2.6,94.25
2,2026-02-26,29,male,168,sedentary,2663.0,81.8,276.0,136.8,103,8,4371,1.0,94.3
2,2026-02-27,29,male,168,sedentary,1825.0,121.2,199.0,60.5,26,26,1784,8.9,94.25
2,2026-02-28,29,male,168,sedentary,1799.0,146.6,180.1,54.7,48,35,2269,10.0,94.2
2,2026-03-01,29,male,168,sedentary,1982.0,118.4,266.7,49.1,21,40,4317,9.0,94.17
2,2026-03-02,29,male,168,sedentary,2087.0,117.4,255.2,66.3,27,39,3549,10.0,94.15
2,2026-03-03,29,male,168,sedentary,2454.0,64.8,275.0,121.6,129,8,2185,1.0,94.18
2,2026-03-04,29,male,168,sedentary,2186.0,166.4,217.8,72.1,38,37,3050,10.0,94.18
2,2026-03-05,29,male,168,sedentary,2704.0,78.2,356.7,107.2,109,7,4499,1.0,94.24
2,2026-03-06,29,male,168,sedentary,1829.0,120.7,201.7,60.0,33,32,2017,10.0,94.19
3,2026-01-06,26,other,177,sedentary,1829.3,133.4,190.3,59.4,45,38,3457,10.0,66.01
3,2026-01-07,26,other,177,sedentary,2389.3,61.6,261.4,121.9,102,11,3805,1.0,66.09
3,2026-01-08,26,other,177,sedentary,2284.3,83.9,213.0,121.8,87,5,1523,1.0,66.15
3,2026-01-09,26,other,177,sedentary,1854.3,147.3,179.3,60.9,29,34,1941,9.8,66.17
3,2026-01-10,26,other,177,sedentary,1377.3,80.4,175.4,39.4,50,37,1660,10.0,66.11
3,2026-01-11,26,other,177,sedentary,2164.3,70.2,215.4,113.5,116,15,4877,2.9,66.17
3,2026-01-12,26,other,177,sedentary,2513.3,63.2,326.8,105.9,93,6,2548,1.0,66.26
3,2026-01-13,26,other,177,sedentary,1336.3,104.3,148.2,36.2,27,32,2053,10.0,66.21
3,2026-01-14,26,other,177,sedentary,1566.3,105.2,189.7,43.0,40,40,4109,9.1,66.18
3,2026-01-15,26,other,177,sedentary,1458.3,111.0,168.3,37.9,46,28,1862,8.9,66.14
3,2026-01-16,26,other,177,sedentary,1750.3,116.5,215.6,46.9,21,40,3446,10.0,66.14
3,2026-01-17,26,other,177,sedentary,1859.3,145.1,219.9,44.4,49,37,2054,10.0,66.15
3,2026-01-18,26,other,177,sedentary,2453.3,67.3,257.7,128.1,79,13,4877,1.0,66.24
3,2026-01-19,26,other,177,sedentary,1854.3,100.8,239.6,54.7,20,39,1862,10.0,66.25
3,2026-01-20,26,other,177,sedentary,1612.3,98.3,195.5,48.5,28,29,3089,8.8,66.23
3,2026-01-21,26,other,177,sedentary,2518.3,63.6,318.4,110.0,120,15,3576,2.7,66.32
3,2026-01-22,26,other,177,sedentary,1287.3,72.3,179.6,31.1,50,39,2189,10.0,66.26
3,2026-01-23,26,other,177,sedentary,2133.3,76.1,251.9,91.3,96,10,4499,3.7,66.31
3,2026-01-24,26,other,177,sedentary,1290.3,83.1,144.0,42.4,28,39,1811,10.0,66.25
3,2026-01-25,26,other,177,sedentary,2322.3,79.8,218.5,125.5,61,8,2012,1.0,66.32
3,2026-01-26,26,other,177,sedentary,1783.3,146.4,182.8,51.8,49,31,2334,10.0,66.32
3,2026-01-27,26,other,177,sedentary,2046.3,60.0,246.5,91.2,66,8,4797,1.0,66.36
3,2026-01-28,26,other,177,sedentary,1355.3,109.0,144.6,37.8,20,32,2811,10.0,66.3
3,2026-01-29,26,other,177,sedentary,1309.3,103.9,140.4,36.9,23,30,2226,9.1,66.24
3,2026-01-30,26,other,177,sedentary,1472.3,77.0,217.5,32.7,20,25,2845,9.0,66.2
3,2026-01-31,26,other,177,sedentary,1840.3,102.8,237.3,53.3,20,26,3450,9.0,66.21
3,2026-02-01,26,other,177,sedentary,1481.3,83.2,184.2,45.7,42,26,4956,8.0,66.17
3,2026-02-02,26,other,177,sedentary,1686.3,104.3,204.9,49.9,21,36,4199,8.8,66.16
3,2026-02-03,26,other,177,sedentary,1798.3,99.2,251.3,44.1,24,32,3024,10.0,66.17
3,2026-02-04,26,other,177,sedentary,1992.3,52.9,254.8,84.6,84,5,3749,2.2,66.2
3,2026-02-05,26,other,177,sedentary,2429.3,81.3,268.6,114.4,95,7,3052,1.0,66.28
3,2026-02-06,26,other,177,sedentary,1801.3,130.8,185.1,59.8,34,31,3980,9.8,66.29
3,2026-02-07,26,other,177,sedentary,1472.3,101.7,164.7,45.2,23,26,4958,8.1,66.25
3,2026-02-08,26,other,177,sedentary,1451.3,121.1,156.7,37.8,41,31,4758,8.7,66.21
3,2026-02-09,26,other,177,sedentary,1473.3,90.0,174.4,46.2,33,38,4403,9.2,66.17
3,2026-02-10,26,other,177,sedentary,2464.3,66.7,261.9,127.8,75,14,3645,1.0,66.26
3,2026-02-11,26,other,177,sedentary,2523.3,84.9,261.7,126.3,115,8,2696,1.0,66.35
3,2026-02-12,26,other,177,sedentary,1581.3,97.6,179.3,52.6,49,31,1827,10.0,66.33
3,2026-02-13,26,other,177,sedentary,1766.3,95.2,256.7,39.8,47,27,2664,9.2,66.33
3,2026-02-14,26,other,177,sedentary,1536.3,92.0,192.3,44.4,45,30,1668,9.2,66.3
3,2026-02-15,26,other,177,sedentary,1436.3,74.7,190.0,41.9,45,28,3622,9.1,66.26
3,2026-02-16,26,other,177,sedentary,1725.3,136.6,199.9,42.1,21,31,3629,10.0,66.25
3,2026-02-17,26,other,177,sedentary,1805.3,113.5,235.5,45.5,26,35,4345,8.8,66.25
3,2026-02-18,26,other,177,sedentary,1384.3,104.3,144.0,43.5,27,27,4314,8.2,66.2
3,2026-02-19,26,other,177,sedentary,1535.3,97.2,185.4,45.0,23,26,2907,9.1,66.17
3,2026-02-20,26,other,177,sedentary,1817.3,151.0,176.5,56.4,39,32,2612,10.0,66.18
3,2026-02-21,26,other,177,sedentary,1657.3,144.2,174.0,42.8,34,40,2689,10.0,66.17
3,2026-02-22,26,other,177,sedentary,2195.3,57.7,233.5,114.5,69,7,2807,1.0,66.22
3,2026-02-23,26,other,177,sedentary,1676.3,128.8,183.9,47.3,21,37,3829,10.0,66.21
3,2026-02-24,26,other,177,sedentary,1293.3,78.6,159.1,38.0,45,34,3468,10.0,66.15
3,2026-02-25,26,other,177,sedentary,1649.3,132.0,187.6,41.2,48,34,1656,9.8,66.13
3,2026-02-26,26,other,177,sedentary,1627.3,92.7,219.5,42.1,44,29,2772,9.2,66.11
3,2026-02-27,26,other,177,sedentary,1612.3,109.0,178.4,51.4,43,28,4513,7.7,66.09
3,2026-02-28,26,other,177,sedentary,2503.3,63.6,294.8,118.8,88,7,4543,1.0,66.19
3,2026-03-01,26,other,177,sedentary,1806.3,95.8,239.3,51.8,34,34,3812,9.8,66.19
3,2026-03-02,26,other,177,sedentary,1787.3,120.4,232.9,41.6,27,30,3809,8.9,66.19
3,2026-03-03,26,other,177,sedentary,2527.3,94.4,226.5,138.2,73,9,4034,1.0,66.29
3,2026-03-04,26,other,177,sedentary,1398.3,101.4,159.5,39.4,48,29,3003,9.0,66.24
3,2026-03-05,26,other,177,sedentary,1271.3,75.1,173.6,30.7,32,33,2302,10.0,66.18
3,2026-03-06,26,other,177,sedentary,1434.3,83.9,182.6,40.9,45,34,3584,10.0,66.14
4,2026-01-06,40,female,171,light,1810.2,137.4,216.6,43.8,38,31,1856,10.0,75.97
4,2026-01-07,40,female,171,light,1785.2,94.5,238.8,50.2,40,32,3626,9.9,75.94
4,2026-01-08,40,female,171,light,2281.2,66.4,237.8,118.3,76,8,1597,1.0,75.98
4,2026-01-09,40,female,171,light,1676.2,131.7,162.3,55.6,32,39,2309,10.0,75.93
4,2026-01-10,40,female,171,light,2492.2,68.9,255.6,132.7,126,15,4250,1.0,75.99
4,2026-01-11,40,female,171,light,2025.2,139.5,219.3,65.5,26,38,3899,9.9,75.99
4,2026-01-12,40,female,171,light,1560.2,107.4,180.9,45.2,37,33,4328,9.1,75.94
4,2026-01-13,40,female,171,light,1708.2,85.8,215.1,56.0,46,40,4171,9.1,75.9
4,2026-01-14,40,female,171,light,2468.2,62.2,325.4,101.9,94,14,4841,1.0,75.95
4,2026-01-15,40,female,171,light,2569.2,82.5,269.8,128.9,126,10,4235,1.0,76.03
4,2026-01-16,40,female,171,light,1525.2,86.2,205.1,40.0,50,27,3773,9.1,75.96
4,2026-01-17,40,female,171,light,1723.2,96.6,233.4,44.8,47,40,4258,8.9,75.92
4,2026-01-18,40,female,171,light,1721.2,144.9,186.6,43.9,43,27,1793,9.2,75.88
4,2026-01-19,40,female,171,light,2087.2,139.4,266.1,51.7,43,38,4936,9.0,75.89
4,2026-01-20,40,female,171,light,2797.2,104.3,266.4,146.1,133,6,4271,1.0,75.99
4,2026-01-21,40,female,171,light,1571.2,85.6,199.5,47.9,38,29,3795,9.0,75.94
4,2026-01-22,40,female,171,light,1878.2,121.9,239.7,48.0,45,33,4687,9.3,75.92
4,2026-01-23,40,female,171,light,1628.2,85.7,222.9,43.7,35,34,3347,10.0,75.87
4,2026-01-24,40,female,171,light,2394.2,80.6,287.9,102.2,76,9,4584,4.3,75.92
4,2026-01-25,40,female,171,light,1646.2,122.3,191.4,43.5,46,38,2689,9.8,75.87
4,2026-01-26,40,female,171,light,1902.2,134.1,203.7,61.2,48,28,1745,8.8,75.85
4,2026-01-27,40,female,171,light,2472.2,73.7,252.2,129.9,74,15,3341,1.0,75.91
4,2026-01-28,40,female,171,light,1634.2,112.5,209.6,38.4,25,39,4953,8.8,75.86
4,2026-01-29,40,female,171,light,1761.2,105.1,208.2,56.4,45,36,3267,10.0,75.83
4,2026-01-30,40,female,171,light,2439.2,80.4,246.3,125.8,138,14,2426,1.0,75.88
4,2026-01-31,40,female,171,light,1725.2,89.6,221.5,53.4,45,40,2393,9.7,75.85
4,2026-02-01,40,female,171,light,2739.2,94.1,335.2,113.5,95,15,1777,4.9,75.94
4,2026-02-02,40,female,171,light,2736.2,70.9,292.7,142.4,109,10,4554,1.0,76.03
4,2026-02-03,40,female,171,light,2416.2,73.1,263.6,118.8,138,15,4584,3.1,76.08
4,2026-02-04,40,female,171,light,1521.2,95.3,199.6,37.9,21,33,2376,9.9,76.02
4,2026-02-05,40,female,171,light,2001.2,104.8,274.1,54.0,48,25,4923,8.2,76.02
4,2026-02-06,40,female,171,light,1757.2,142.5,173.6,54.8,30,36,3546,9.8,75.98
4,2026-02-07,40,female,171,light,1539.2,109.5,162.9,49.9,37,34,2043,9.7,75.92
4,2026-02-08,40,female,171,light,1735.2,116.3,201.2,51.7,31,38,3367,10.0,75.88
4,2026-02-09,40,female,171,light,1946.2,146.5,241.4,43.8,20,33,3246,9.9,75.87
4,2026-02-10,40,female,171,light,1570.2,118.6,188.5,37.9,36,29,2802,8.8,75.82
4,2026-02-11,40,female,171,light,2471.2,66.3,267.9,126.0,127,12,4168,1.0,75.88
4,2026-02-12,40,female,171,light,2321.2,71.9,266.2,107.6,85,15,3522,4.0,75.91
4,2026-02-13,40,female,171,light,2374.2,59.8,317.4,96.2,67,10,3711,2.2,75.96
4,2026-02-14,40,female,171,light,2557.2,95.6,300.8,108.0,92,12,2468,2.9,76.03
4,2026-02-15,40,female,171,light,2005.2,152.8,229.2,53.0,23,34,2108,10.0,76.03
4,2026-02-16,40,female,171,light,2534.2,80.7,280.6,121.0,129,10,3354,1.0,76.1
4,2026-02-17,40,female,171,light,2665.2,96.7,324.5,108.9,147,11,3491,2.9,76.18
4,2026-02-18,40,female,171,light,2080.2,147.5,237.6,60.0,37,32,2954,10.0,76.19
4,2026-02-19,40,female,171,light,1716.2,92.5,214.9,54.0,27,33,4666,8.9,76.15
4,2026-02-20,40,female,171,light,1654.2,135.8,191.5,38.3,48,38,3535,9.8,76.1
4,2026-02-21,40,female,171,light,2797.2,79.3,363.3,114.1,92,6,2406,1.0,76.2
4,2026-02-22,40,female,171,light,2240.2,62.3,258.1,106.5,86,11,3420,1.0,76.23
4,2026-02-23,40,female,171,light,2732.2,85.4,289.1,137.1,119,13,1660,1.0,76.32
4,2026-02-24,40,female,171,light,1578.2,91.2,221.6,36.3,30,26,1700,8.8,76.27
4,2026-02-25,40,female,171,light,2539.2,90.9,292.1,111.9,103,11,2514,2.8,76.34
4,2026-02-26,40,female,171,light,1581.2,126.3,179.6,39.7,26,26,3606,9.1,76.28
4,2026-02-27,40,female,171,light,2089.2,139.9,266.3,51.6,25,33,2973,10.0,76.29
4,2026-02-28,40,female,171,light,1922.2,161.0,221.0,43.8,47,25,2119,9.2,76.28
4,2026-03-01,40,female,171,light,2604.2,86.7,327.6,105.2,118,15,1759,4.8,76.35
4,2026-03-02,40,female,171,light,2571.2,79.7,252.0,138.3,111,11,4696,1.0,76.42
4,2026-03-03,40,female,171,light,1595.2,137.0,160.0,45.3,44,27,2115,8.9,76.37
4,2026-03-04,40,female,171,light,1886.2,107.1,257.9,47.3,22,28,1767,8.9,76.35
4,2026-03-05,40,female,171,light,2621.2,74.6,349.3,102.8,84,11,4354,1.0,76.43
4,2026-03-06,40,female,171,light,2088.2,109.6,268.8,63.8,25,35,1881,10.0,76.44
5,2026-01-06,59,female,186,moderate,2188.1,132.4,280.0,59.8,40,40,4093,9.1,73.99
5,2026-01-07,59,female,186,moderate,2014.1,143.9,234.9,55.4,21,35,4918,9.0,73.96
5,2026-01-08,59,female,186,moderate,1867.1,96.1,251.5,53.0,32,25,1621,9.1,73.91
5,2026-01-09,59,female,186,moderate,2708.1,80.7,338.8,114.4,105,14,2383,1.0,73.98
5,2026-01-10,59,female,186,moderate,1748.1,91.7,235.0,49.1,47,38,4023,9.2,73.91
5,2026-01-11,59,female,186,moderate,2272.1,156.5,252.5,70.7,24,34,3634,10.0,73.91
5,2026-01-12,59,female,186,moderate,1956.1,121.4,248.7,52.9,48,39,3217,10.0,73.88
5,2026-01-13,59,female,186,moderate,2207.1,129.7,309.7,50.0,21,27,1848,9.3,73.87
5,2026-01-14,59,female,186,moderate,2158.1,166.7,226.4,65.1,21,40,3846,10.0,73.86
5,2026-01-15,59,female,186,moderate,2011.1,125.7,252.0,55.6,49,40,2910,10.0,73.83
5,2026-01-16,59,female,186,moderate,1769.1,152.4,194.9,42.2,26,31,4432,9.1,73.77
5,2026-01-17,59,female,186,moderate,1796.1,127.7,230.1,40.6,46,26,3640,8.9,73.71
5,2026-01-18,59,female,186,moderate,1868.1,103.4,261.3,45.5,49,29,4469,8.2,73.66
5,2026-01-19,59,female,186,moderate,3007.1,78.1,358.7,140.0,60,6,2294,1.0,73.76
5,2026-01-20,59,female,186,moderate,2518.1,91.3,235.8,134.4,102,11,1875,2.2,73.8
5,2026-01-21,59,female,186,moderate,2780.1,102.3,339.2,112.7,62,11,2117,3.2,73.87
5,2026-01-22,59,female,186,moderate,1772.1,105.4,230.7,47.5,30,28,3169,9.2,73.81
5,2026-01-23,59,female,186,moderate,1861.1,122.0,205.7,61.1,33,33,4383,9.0,73.76
5,2026-01-24,59,female,186,moderate,2502.1,73.1,257.6,131.0,79,13,4384,1.0,73.79
5,2026-01-25,59,female,186,moderate,2034.1,153.4,220.2,60.0,47,29,4571,7.9,73.77
5,2026-01-26,59,female,186,moderate,1911.1,163.6,181.4,59.0,21,30,3835,8.9,73.72
5,2026-01-27,59,female,186,moderate,2550.1,89.3,276.8,120.6,89,7,2973,2.2,73.76
5,2026-01-28,59,female,186,moderate,1991.1,148.5,208.4,62.6,42,29,1934,9.1,73.73
5,2026-01-29,59,female,186,moderate,2190.1,136.0,278.3,59.2,22,34,4657,9.1,73.72
5,2026-01-30,59,female,186,moderate,2307.1,167.7,286.7,54.4,43,35,4250,9.0,73.73
5,2026-01-31,59,female,186,moderate,2701.1,77.0,289.9,137.1,85,13,1771,1.0,73.79
5,2026-02-01,59,female,186,moderate,2246.1,184.7,262.5,50.8,41,34,2894,10.0,73.79
5,2026-02-02,59,female,186,moderate,2711.1,70.1,347.2,115.8,141,5,3474,1.0,73.85
5,2026-02-03,59,female,186,moderate,2136.1,137.2,266.1,58.1,38,25,3904,9.2,73.84
5,2026-02-04,59,female,186,moderate,2843.1,104.3,324.8,125.2,95,15,1633,4.9,73.92
5,2026-02-05,59,female,186,moderate,2554.1,74.9,287.8,122.6,124,11,3642,1.0,73.96
5,2026-02-06,59,female,186,moderate,2296.1,181.2,272.4,53.5,25,26,3225,9.1,73.96
5,2026-02-07,59,female,186,moderate,2261.1,174.8,229.6,71.5,21,28,4713,8.3,73.97
5,2026-02-08,59,female,186,moderate,2498.1,79.0,235.3,137.9,71,12,4509,1.1,74.0
